web-scraper-order,web-scraper-start-url,category-link-0,category-link-0-href,data-page-selector,data-page-selector-href,Article-headline-0,image-0-src,Brand-0,Category-0,Product Description-0
"1758851890-11","https://www.gssante.com/category/nos-produits/lirene/vitamin-energy-cd/?action=souscat&id_cat=38","AQUA BUBBLES","https://www.gssante.com/category/nos-produits/lirene/aqua-bubbles/?action=souscat&id_cat=38","aqua bubbles
                                GEL NETTOYANT
                                                                gel nettoyant visage 150ml
                                                            
                                                        Voir plus","https://www.gssante.com/gel-nettoyant/?action=souscat&id_cat=38&id_cat1=50","GEL NETTOYANT","https://www.gssante.com/MtdGssante/uploads/2024/02/GEL-LIRENE.jpg","Lirene","VITAMIN ENERGIE C+D","LIRENE AQUA BUBBLES gel nettoyant visage hydratant gel nettoyant pour tous types de peau.
Nettoie et nourrit efficacement la peau, hydrate et maintient l’hydratation à l’intérieur de la peau – Lirene Aqua Bubbles.
Hydratation en 5 secondes Lirene Aqua Bulles.
La formule innovante du gel visage, grâce à la teneur en capsules de vitamines et d’électrolytes , nettoie et nourrit efficacement votre peau.
Acide hyaluronique, Terre Eau Marine et aloès assurer une bonne hydratation et un bon lissage.

Terre Eau Marine – l’eau de mer riche en minéraux, redonne éclat et fraîcheur.

Acide hyaluronique 4D – 4 formes d’acide hyaluronique, hydratent et maintiennent l’hydratation à l’intérieur de la peau.

Électrolytes – zinc, cuivre: équilibre la peau.

Microcapsules à la vitamine E – frotter doucement, libérant des vitamines.

Aloès – hydrate, lisse et apaise.
Composition:
Aqua (eau), glycérine, cocamidopropyl bétaïne, bétaïne, polyacrylate Crosspolymer-6, coco-glucoside, mannitol, gluconate de cuivre, gluconate de zinc, jus de feuille d’Aloe Barbadensis, Maris Aqua (eau de mer), hyaluronate de sodium acétylé, hyaluronate de sodium, hyaluronate de sodium Polymère croisé, hyaluronate de sodium hydrolysé, acétate de tocophéryle, acide de noix de coco, chlorure de sodium, alcool t-butylique, cellulose microcristalline, phytate de sodium, kaolin, silice, hydroxypropylméthylcellulose, pentylène glycol, éthylhexylglycérine, benzoate de sodium, sorbate de potassium, parfum (parfum), CI 77007 (Ultramarines), CI 42090 (FD&C Blue No. 1)."
"1758851893-12","https://www.gssante.com/category/nos-produits/lirene/vitamin-energy-cd/?action=souscat&id_cat=38","AQUA BUBBLES","https://www.gssante.com/category/nos-produits/lirene/aqua-bubbles/?action=souscat&id_cat=38","aqua bubbles
                                HYDROGEL VISAGE JOUR & NUIT(Peau Sèche)
                                                                Hydrogel visage jour et nuit 50 ml
                                                            
                                                        Voir plus","https://www.gssante.com/hydrogel-visage-jour-nuitpeau-seche/?action=souscat&id_cat=38&id_cat1=50","HYDROGEL VISAGE JOUR & NUIT(Peau Sèche)","https://www.gssante.com/MtdGssante/uploads/2024/02/jour-aqua.jpg","Lirene","VITAMIN ENERGIE C+D","LIRENE Aqua Bubbles Hydrogel Visage Jour et Nuit instantanément et en profondeur hydrate la peau, lui donne de l’énergie.
Il redonne à la peau son éclat de jeunesse.
L’hydrogel a une formule gel légère au parfum rafraîchissant et subtil. Il absorbe immédiatement. Destiné à être utilisé de jour comme de nuit. Créé pour les peaux sèches et déshydratées.
Produit végétalien. Contient 97% d’ingrédients d’origine naturelle.
Ingrédients actifs:
4D acide hyaluronique (4 formes d’acide hyaluronique) – hydrate et maintient l’hydratation à l’intérieur de la peau

Earth Marine Water (eau de mer riche en minéraux) – donne à la peau un éclat et une apparence saine

électrolytes (zinc, cuivre, magnésium et calcium) – maintenir l’équilibre de la peau

gélules à la vitamine E – reconstruisent, nourrissent et ralentissent le processus de vieillissement de la peau
PRÉPARATION ET UTILISATION

Utilisez LIRENE Aqua Bubbles Day and Night Facial Hydrogel matin et soir, massez la crème sur la peau du visage, du cou et du décolleté.
INGRÉDIENTS

Aqua (eau), propanediol, glycérine, pentylène glycol, alcool dénaturé, carbomère, maris aqua (eau de mer), extrait de fruit d’agrumes aurantium dulcis (orange), hyaluronate de sodium, mannitol, gluconate de cuivre, gluconate de zinc, extrait de spiruline platensis, sodium Hyaluronate acétylé, polymère croisé d’hyaluronate de sodium, hyaluronate de sodium hydrolysé, acétate de tocophéryle, hydroxyéthylcellulose, caprate de polyglycéryle-4, hydroxyde de sodium, phytate de sodium, cellulose microcristalline, gluconate de calcium, kaolin, silice, sulfate de magnésium, hydroxypropylméthylcellulose, tréhalose, citrate de sodium, éthylhexylglycérine , Gluconolactone, Sodium Benzoate, Potassium Sorbate, Parfum (Fragrance), CI 77007 (Ultramarines), CI 42090 (FD&C Blue No. 1)."
"1758851896-13","https://www.gssante.com/category/nos-produits/lirene/vitamin-energy-cd/?action=souscat&id_cat=38","AQUA BUBBLES","https://www.gssante.com/category/nos-produits/lirene/aqua-bubbles/?action=souscat&id_cat=38","aqua bubbles
                                HYDROCRÈME (Peau normale à mixte)
                                                                hydro-crème Jour Nuit 50 ml
                                                            
                                                        Voir plus","https://www.gssante.com/hydrocreme-peau-normale-a-mixte/?action=souscat&id_cat=38&id_cat1=50","HYDROCRÈME (Peau normale à mixte)","https://www.gssante.com/MtdGssante/uploads/2024/02/hydro-creme.jpg","Lirene","VITAMIN ENERGIE C+D","LIRENE Aqua Bulles hydro-crème Jour Nuit, en profondeur hydratant, jour et nuit L’hydrocrème Aqua Bubbles profondément hydratante hydrate instantanément et maintient une bonne hydratation de la peau.
Il la rend nourrie, régénérée et retrouve son éclat naturel.
L’Hydro-crème a une formule légère riche en actifs au parfum rafraîchissant et subtil. Il absorbe instantanément. Destiné à être utilisé de jour comme de nuit. Convient à tous les types de peau.
LIRENE Aqua Bubbles hydro-crème Jour Nuit est un produit Vegan. Contient 97% d’ingrédients d’origine naturelle.
Ingrédients actifs:
4D acide hyaluronique (4 formes d’acide hyaluronique) – hydrate et maintient l’hydratation à l’intérieur de la peau

Earth Marine Water (eau de mer riche en minéraux) – donne à la peau un éclat et une apparence saine

électrolytes (zinc, cuivre, magnésium et calcium) – maintenir l’équilibre de la peau

gélules à la vitamine E – reconstruisent, nourrissent et ralentissent le processus de vieillissement de la peau
PRÉPARATION ET UTILISATION

Matin et soir, massez la crème sur la peau du visage, du cou et du décolleté.
INGRÉDIENTS

Aqua (eau), propanediol, carbonate de dicaprylyle, palmitate d’isopropyle, citrate de stéarate de glycéryle, alcool cétéarylique, jus de feuille d’aloe barbadensis, tripelargonine, 1,2-hexanediol, squalane, stéarate de glycéryle, huile de son d’Oryza Sativa (riz), Maris Aqua (mer Eau), mannitol, hyaluronate de sodium, gluconate de cuivre, gluconate de zinc, hyaluronate de sodium acétylé, polymère croisé d’hyaluronate de sodium, hyaluronate de sodium hydrolysé, hydroxyacétophénone, tocophérol, acétate de tocophéryle, beurre de butyrospermum parkii (karité), huile de graines d’helianthus annuus (tournesol), C14- 22 alcools, glycérine, alkyl glucoside C12-20, hectorite de stéaralkonium, carbomère, cellulose microcristalline, hydroxyde de sodium, carbonate de propylène, kaolin, silice, hydroxypropylméthylcellulose, gluconate de calcium, sulfate de magnésium, pentylène glycol, éthylhexylglycérine, gluconolactone, benzoate de sodium, sorbate de potassium , Parfum (Fragrance), CI 77007 (Ultramarines), CI 42090 (FD&C Blue No. 1)."
"1758851899-14","https://www.gssante.com/category/nos-produits/lirene/vitamin-energy-cd/?action=souscat&id_cat=38","AQUA BUBBLES","https://www.gssante.com/category/nos-produits/lirene/aqua-bubbles/?action=souscat&id_cat=38","aqua bubbles
                                HYDROSERUM (Tous types de peaux)
                                                                hydro-sérum 30 ml
                                                            
                                                        Voir plus","https://www.gssante.com/hydroserum-tous-types-de-peaux/?action=souscat&id_cat=38&id_cat1=50","HYDROSERUM (Tous types de peaux)","https://www.gssante.com/MtdGssante/uploads/2024/02/srum-liren.jpg","Lirene","VITAMIN ENERGIE C+D","LIRENE Aqua Bulles hydro-sérum Profondément hydratant Hydrosérum Aqua Bulles hydrate et nourrit la peau de manière multidimensionnelle et à long terme.
Il redonne à la peau son éclat de jeunesse.
Hydro-sérum a une formule gel légère avec un parfum rafraîchissant et subtil. Destiné à être utilisé de jour comme de nuit. Convient à tous les types de peau.
Produit végétalien. Contient 99% d’ingrédients d’origine naturelle.
PRÉPARATION ET UTILISATION

Appliquez l’hydro-sérum LIRENE Aqua Bubbles sur la peau nettoyée du visage, du cou et du décolleté. Utiliser le matin et le soir.
Ingrédients actifs:
4D acide hyaluronique (4 formes d’acide hyaluronique) – hydrate et maintenir l’hydratation à l’intérieur de la peau

Earth Marine Water (eau de mer riche en minéraux) – donne à la peau un éclat et une apparence saine

électrolytes (zinc, cuivre, magnésium et calcium) – maintiennent l’équilibre cutané

gélules à la vitamine E – reconstruisent, nourrissent et ralentissent le processus de vieillissement de la peau
INGRÉDIENTS

Aqua (eau), propanediol, tréhalose, polyglycéryl-4 caprate, pentylène glycol, maris aqua (eau de mer), mannitol, hyaluronate de sodium, gluconate de cuivre, gluconate de zinc, hyaluronate de sodium acétylé, polymère croisé d’hyaluronate de sodium, hyaluronate de sodium hydrolysé, acétate de tocophéryle, Carbomère, glycérine, hydroxyde de sodium, phytate de sodium, cellulose microcristalline, gluconate de calcium, kaolin, silice, hydroxypropylméthylcellulose, sulfate de magnésium, éthylhexylglycérine, gluconolactone, benzoate de sodium, parfum (parfumé), CL 77007 (Ultramarines), CL 42090 (FD & C Blue No 1), Alpha-Isomethyl lonone, Limonene, Geraniol, Citronellol."
"1758851905-15","https://www.gssante.com/category/nos-produits/lirene/vitamin-energy-cd/?action=souscat&id_cat=38","ACIDE POWER","https://www.gssante.com/category/nos-produits/lirene/acide-power/?action=souscat&id_cat=38","Acid Power
                                Sèrum Exfoliant Anti-Tâches
                                                                Peaux Hyperpigmentées & Peaux grasses 30ml
                                                            
                                                        Voir plus","https://www.gssante.com/serum-exfoliant-anti-taches/?action=souscat&id_cat=38&id_cat1=49","Sèrum Exfoliant Anti-Tâches","https://www.gssante.com/MtdGssante/uploads/2024/02/serum-rouge.jpg","Lirene","VITAMIN ENERGIE C+D","LIRENE ACID POWER SERUM EXFOLIANT 30ML
LIRENE ACID POWER SERUM EXFOLIANT contient un complexe d’acides glycolique, mandélique et phytique (7%) qui pénètre dans l’épiderme, stimulant fortement l’exfoliation des cellules kératinisées et la formation de nouvelles.
LIRENE ACID POWER SERUM EXFOLIANT permet le renouvellement accéléré de l’épiderme, grâce auquel la peau est progressivement nettoyée, et le nombre de décolorations et de points noirs est réduit.
Composition :

COMPLEXE D’ACIDES GLYCOLIQUE, MANDÉLIQUE ET PHYTIQUE (7%)
ACIDE GLYCOLIQUE : stimule la production de protéines de soutien de la peau, grâce auxquelles les fines rides sont comblées de l’intérieur et les pores deviennent moins visibles
ACIDE D’AMANDE : réduit le nombre d’imperfections et la tendance à leur formation
ACIDE PHYTIQUE : inhibe l’activité de la tyrosinase (une enzyme responsable de la formation de la mélanine), réduisant la décoloration et unifiant le teint de la peau
HYDROLAT DE PAMPLEMOUSSE réduit la tendance au gras, nettoie et désobstrue les pores

Aqua (Water), Glycerin, Propanediol, Glycolic Acid, Mandelic Acid, Sodium Hydroxide, Citrus Grandis (Grapefruit) Fruit Extract, Inulin, Fructose, Glucose, Phytic acid, Cellulose Gum, Sodium Phytate, Xanthan Gum, Cellulose, Calcium Gluconate, Gluconolactone, Sodium Benzoate, Potassium Sorbate
Conseils d’utilsiation : 

Masser LIRENE ACID POWER SERUM EXFOLIANT le soir sur la peau du visage nettoyée et soigneusement séchée en évitant le contour des yeux et de la bouche.
Appliquez votre crème Lirene préférée.
Pendant l’utilisation et une semaine après utilisation, il est recommandé de protéger la peau avec un filtre UV élevé contre l’exposition au soleil.
Immédiatement après l’application, il peut y avoir une légère sensation de brûlure, qui est une réaction naturelle de la peau à l’action des acides."
"1758851908-16","https://www.gssante.com/category/nos-produits/lirene/vitamin-energy-cd/?action=souscat&id_cat=38","ACIDE POWER","https://www.gssante.com/category/nos-produits/lirene/acide-power/?action=souscat&id_cat=38","Acid Power
                                Crème Hydratante
                                                                Peaux Hyperpigmentées & Peaux grasses 50ml
                                                            
                                                        Voir plus","https://www.gssante.com/creme-hydratante/?action=souscat&id_cat=38&id_cat1=49","Crème Hydratante","https://www.gssante.com/MtdGssante/uploads/2024/02/acid-power-rouge.jpg","Lirene","VITAMIN ENERGIE C+D","LIRENE ACID POWER CREME TONIFIANTE ET REVITALISANTE 50ML
LIRENE ACID POWER CREME REVITALISANTE permet à la peau de s’unifier progressivement et le visage retrouve sa fraîcheur et son éclat de jeunesse.
LIRENE ACID POWER CREME REVITALISANTE améliore le métabolisme cellulaire, oxygénant et revitalisant la peau, possède des propriétés antioxydantes et réduit les rides; de manière douce pour la peau, il accélère l’exfoliation et le renouvellement de l’épiderme, grâce à quoi le nombre de décolorations, de pores dilatés et de points noirs diminue progressivement.
Composition : 

Acide succinique
NIACINAMIDE : inhibe l’activité de la tyrosinase (une enzyme responsable de la formation de la mélanine), grâce à laquelle elle atténue les décolorations, prévient la formation de nouvelles et unifie le teint de la peau
ACIDE CITRIQUE : renforce l’effet éclaircissant
HYDROLAT DE PAMPLEMOUSSE : prévient la sécrétion excessive de sébum et la brillance de la peau; permet de débloquer les pores et de restaurer leur bonne taille
ACIDE HYALURONIQUEDE HAUT MOLÉCULAIRE : minimise la perte d’eau de l’épiderme, lisse la peau
VITAMINE E : a un effet rajeunissant et protecteur


Aqua (Water), Propanediol, Glyceryl Stearate, Butyrospermum Parkii (Shea) Butter, C13-15 Alkane, Cetearyl Alcohol, Dimethicone, Cetyl Alcohol, C15-19 Alkane, Glycerin, Niacinamide, Succinic Acid, Citrus Grandis (Grapefruit) Fruit Extract, Sodium Hyaluronate, Cannabis Sativa (Hemp) Seed Oil, C13-14 Isoparaffin, Helianthus Annuus (Sunflower) Seed Oil, PEG-75 Stearate, Hydroxyacetophenone, Polyacrylamide, Ceteth-20, Steareth-20, Xanthan Gum, Citric Acid, Tocopherol, Laureth-7, Sodium Phytate, Sodium Benzoate, Potassium Sorbate, Parfum (Fragrance)

 
Conseils d’utilisation : 
 


Matin et soir, masser LIRENE ACID POWER CREME sur la peau du visage et du cou en évitant le contour des yeux.
Pendant l’utilisation, protéger la peau avec un filtre UV contre l’exposition au soleil.
Immédiatement après l’application, il peut y avoir une légère sensation de brûlure, qui est une réaction naturelle de la peau à l’action des acides."
"1758851910-17","https://www.gssante.com/category/nos-produits/lirene/vitamin-energy-cd/?action=souscat&id_cat=38","ACIDE POWER","https://www.gssante.com/category/nos-produits/lirene/acide-power/?action=souscat&id_cat=38","Acid Power
                                Sèrum Lissant
                                                                Peaux Matures 30ml
                                                            
                                                        Voir plus","https://www.gssante.com/serum-lissant/?action=souscat&id_cat=38&id_cat1=49","Sèrum Lissant","https://www.gssante.com/MtdGssante/uploads/2024/02/serum-violet.jpg","Lirene","VITAMIN ENERGIE C+D","LIRENE ACID POWER SERUM LISSANT A L’EXTRAIT DE ROSE 30ML
LIRENE ACID POWER SERUM LISSANT possède une formules innovante contenant une combinaison unique d’acides cosmétiques spécialisés dans une concentration élevée – 7% et d’hydrolats apaisants. Un pH correctement sélectionné minimise le risque d’irritation et de desquamation disgracieuse de la peau, permettant une stimulation régulière et non agressive des cellules pour la régénération.
Grâce à cela, la structure et la couleur de la peau s’unifient progressivement et le visage retrouve sa fraîcheur et son éclat de jeunesse.
LES ACIDES AHA/PHA PERMETTENT DE:

réduire les imperfections et les décolorations
réguler le renouvellement cellulaire, réduire les rides
désobstrue les pores et uniformise le grain de peau
hydrater la peau.

Composition : 

COMPLEXE D’ACIDES GLYCOLIQUE, ETE ET LACTIQUE (7%) : stimule les processus de renouvellement naturel de la peau, dans lesquels les cellules épidermiques kératinisées sont remplacées par de nouvelles cellules plus jeunes
Acide succinique : améliore le métabolisme cellulaire et a un fort effet antioxydant, gardant la peau jeune plus longtemps
ACIDE LACTIQUE : lie l’eau dans les structures de l’épiderme, augmentant le niveau d’hydratation pendant une longue période
20% HYDROLAT DE ROSE STULIAL : a un effet lissant, anti-âge et apaisant

Aqua (Water), Rosa Centifolia Flower Water, Glycerin, Propanediol, Succinic Acid, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Inulin, Fructose, Glucose, Cellulose Gum, Sodium Phytate, Xanthan Gum, Calcium Gluconate, Cellulose, Gluconolactone, Sodium Benzoate
Conseils d’utilisation : 

Masser LIRENE ACID POWER SERUM le soir sur la peau du visage nettoyée et soigneusement séchée en évitant le contour des yeux et de la bouche.
Appliquez votre crème Lirene préférée.
Pendant l’utilisation et une semaine après utilisation, il est recommandé de protéger la peau avec un filtre UV élevé contre l’exposition au soleil.
Immédiatement après l’application, il peut y avoir une légère sensation de brûlure, qui est une réaction naturelle de la peau à l’action des acides."
"1758851914-18","https://www.gssante.com/category/nos-produits/lirene/vitamin-energy-cd/?action=souscat&id_cat=38","ACIDE POWER","https://www.gssante.com/category/nos-produits/lirene/acide-power/?action=souscat&id_cat=38","Acid Power
                                Crème Comblante
                                                                Peaux Matures 50ml
                                                            
                                                        Voir plus","https://www.gssante.com/creme-comblante/?action=souscat&id_cat=38&id_cat1=49","Crème Comblante","https://www.gssante.com/MtdGssante/uploads/2024/02/creme-violet.jpg","Lirene","VITAMIN ENERGIE C+D","LIRENE ACID POWER CREME COMBLANTE ANTI AGE 50ML
LIRENE ACID POWER CREME ANTI AGE prévient les dommages à l’ADN des cellules de la peau par les radicaux libres, maintient une élasticité et une fermeté appropriées. 
Composition : 

ACIDE ROMARIQUE EN Supports Sphériques : prévient les dommages à l’ADN des cellules de la peau par les radicaux libres, maintient une élasticité et une fermeté appropriées


HYDROLAT DE ROSE STULIST : régénère, lisse, retarde le processus de vieillissement et apaise les irritations
VITAMINE C SOUS FORME STABLE AVEC UNE ACTIVITÉ BIOLOGIQUE ÉLEVÉE (TÉTRAISOPALMITATE D’ASCORBYLE) : stimule la synthèse de collagène et ralentit la dégradation du collagène, de l’élastine et de l’acide hyaluronique, comblant les rides de l’intérieur; accélère la régénération de l’épiderme
L’HUILE DE GERME DE BLÉ : hydrate, régénère et rend la peau douce, grâce à la teneur en acides gras insaturés, il raffermit et retarde le processus de vieillissement
SQUALANE : renforce la barrière protectrice, complétant les carences en lipides de l’épiderme ; hydrate et raffermit la peau
ACIDE HYALURONIQUEDE HAUT MOLÉCULAIRE : minimise la perte d’eau de l’épiderme
 VITAMINE E : a un effet rajeunissant et protecteur

Składniki/Ingredients: Aqua (Water), Canola (Canola) Oil, Squalane, Caprylic/Capric Triglyceride, Cetearyl Alcohol, Glycerin, Decyl Oleate, Dicaprylyl Ether, Pentylene Glycol, Potassium Cetyl Phosphate, Sodium Polyacrylate, Ascorbyl Tetraisopalmitate, Lonicera Caprifolium (Honeysuckle) Flower Extract, Rosa Centifolia Flower Water, Lonicera Japonica (Honeysuckle) Flower Extract, Lecithin, Sodium Hyaluronate, Rosmarinus Officinalis (Rosemary) Leaf Extract, Triticum Vulgare (Wheat) Germ Oil, Helianthus Annuus (Sunflower) Seed Oil, Pentaerythrityl Distearate, Sodium Phytate, Tocopherol, Hydroxyethylcellulose, Ethylhexylglycerin, Ascorbyl Palmitate, Phenoxyethanol, Parfum (Fragrance)
Conseils d’utilisation : 
 


Matin et soir, masser LIRENE ACID POWER CREME sur la peau du visage et du cou en évitant le contour des yeux.
Pendant l’utilisation, protéger la peau avec un filtre UV contre l’exposition au soleil.
Immédiatement après l’application, il peut y avoir une légère sensation de brûlure, qui est une réaction naturelle de la peau à l’action des acides."
"1758851918-19","https://www.gssante.com/category/nos-produits/lirene/vitamin-energy-cd/?action=souscat&id_cat=38","ACIDE POWER","https://www.gssante.com/category/nos-produits/lirene/acide-power/?action=souscat&id_cat=38","Acid Power
                                Sèrum Lissant Hydratante
                                                                Peaux Sèches & Hypersensibles (sujettes aux rougeurs)
                                                            
                                                        Voir plus","https://www.gssante.com/serum-lissant-hydratante/?action=souscat&id_cat=38&id_cat1=49","Sèrum Lissant Hydratante","https://www.gssante.com/MtdGssante/uploads/2024/02/serum-bleu.jpg","Lirene","VITAMIN ENERGIE C+D","LIRENE ACID POWER SERUM HYDRATANT 30ML
LIRENE ACID POWER SERUM HYDRATANT est conçu pour le soin des peaux sèches et couperosées.Sa composition comprend un complexe d’acides qui stimulent les processus de renouvellement de la peau, grâce auxquels elle se régénère plus rapidement et retrouve son élasticité et son aspect jeune.
Composition : 

COMPLEXE D’ACIDES LACTIQUE ET LACTOBIONIQUE (7%) : pénètre l’épiderme, stimulant son renouvellement; grâce à cela, les cellules nouvellement formées déplacent les cellules plus anciennes (kératinisées) vers la surface, où elles sont exfoliées, en conséquence, la peau se régénère, retrouve son élasticité et son éclat, et les rides et ridules deviennent visiblement moins profondes
ACIDE LACTIQUE : grâce à sa capacité à lier l’eau, il augmente le niveau d’hydratation pendant longtemps
ACIDE LACTOBIONIQUE : réduit la visibilité des rougeurs et des télangiectasies
ACIDE HYALURONIQUE DE HAUT MOLÉCULAIRE : prévient la déshydratation et lisse la peau
20% HYDROLAT DE BLEUET : apaise les irritations et les rougeurs, et la haute teneur en antioxydants protège des radicaux libres responsables du vieillissement cutané extrinsèque

Aqua (Water), Centaurea Cyanus Flower Water, Glycerin, Propanediol, Lactic Acid, Lactobionic Acid, Sodium Hydroxide, Inulin, Sodium Hyaluronate, Fructose, Glucose, Cellulose Gum, Sodium Phytate, Xanthan Gum, Cellulose, Calcium Gluconate, Gluconolactone, Sodium Benzoate
 
Conseils d’utilisation : 

Masser LIRENE ACID POWER SERUM HYDRATANT le soir sur la peau du visage nettoyée et soigneusement séchée en évitant le contour des yeux et de la bouche.
Appliquez votre crème Lirene préférée.
Pendant l’utilisation et une semaine après utilisation, il est recommandé de protéger la peau avec un filtre UV élevé contre l’exposition au soleil.
Immédiatement après l’application, il peut y avoir une légère sensation de brûlure, qui est une réaction naturelle de la peau à l’action des acides."
"1758851923-20","https://www.gssante.com/category/nos-produits/lirene/vitamin-energy-cd/?action=souscat&id_cat=38","ACIDE POWER","https://www.gssante.com/category/nos-produits/lirene/acide-power/?action=souscat&id_cat=38","Acid Power
                                Crème Hydratante
                                                                Peaux Sèches & Hypersensibles (sujettes aux rougeurs)
                                                            
                                                        Voir plus","https://www.gssante.com/creme-hydratante-2/?action=souscat&id_cat=38&id_cat1=49","Crème Hydratante","https://www.gssante.com/MtdGssante/uploads/2024/02/creme-bleu.jpg","Lirene","VITAMIN ENERGIE C+D","LIRENE ACID POWER CREME LISSANTE HYDRATANTE 50ML
LIRENE ACID POWER CREME LISSANTE HYDRATANTE améliore l’hydratation et l’élasticité; en même temps, elle réduit la visibilité des rougeurs et restaure un teint sain.
Composition : 

ACIDE LACTOBIONIQUE
HYDROLAT DE BLEUET : apaise les irritations et les rougeurs ; haute teneur en antioxydants protège contre les effets néfastes des radicaux libres responsables du vieillissement cutané
ACIDE HYALURONIQUE DE HAUT MOLÉCULAIRE : minimise la perte d’eau de l’épiderme, lisse et apaise la peau
VITAMINE B₃ : soutient la régénération de l’épiderme, régule la production de céramides nécessaires au maintien de la santé et de la jeunesse de la peau :
BAIES DE GOJI DE L’HIMALAYA : appelées « baies heureuses », contiennent des nutriments aux propriétés antioxydantes, énergisantes et lissantes pour la peau
HUILE DE CHANVRE ET BEURRE DE KARITE : donner à la peau douceur et élasticité
VITAMINE E : a un effet rajeunissant et protecteur


Aqua (Water), Propanediol, Glyceryl Stearate, Butyrospermum Parkii (Shea) Butter, C13-15 Alkane, Cetearyl Alcohol, Dimethicone, Cetyl Alcohol, Lactobionic Acid, C15-19 Alkane, Glycerin, Niacinamide, Centaurea Cyanus Flower Water, Sodium Hyaluronate, Cannabis Sativa (Hemp) Seed Oil, C13-14 Isoparaffin, Helianthus Annuus (Sunflower) Seed Oil, Salvia Hispanica Seed Extract, PEG-75 Stearate, Hydroxyacetophenone, Polyacrylamide, Ceteth-20, Steareth-20, Xanthan Gum, Tocopherol, Laureth-7, Sodium Phytate, Lycium Barbarum Fruit Extract, Citric Acid, Sodium Benzoate, Potassium Sorbate, Parfum (Fragrance)

Conseils d’utilisation : 

Matin et soir, masser LIRENE ACID POWER CREME sur la peau du visage et du cou en évitant le contour des yeux.
Pendant l’utilisation, protéger la peau avec un filtre UV contre l’exposition au soleil.
Immédiatement après l’application, il peut y avoir une légère sensation de brûlure, qui est une réaction naturelle de la peau à l’action des acides."
"1758851929-21","https://www.gssante.com/category/nos-produits/lirene/vitamin-energy-cd/?action=souscat&id_cat=38","MEZO COLLAGÈNE","https://www.gssante.com/category/nos-produits/lirene/mezo-collagene/?action=souscat&id_cat=38","mezo collagéne
                                Crème de Jour Liftante
                                                                Meso Peptide UltraFiller 50ML
                                                            
                                                        Voir plus","https://www.gssante.com/creme-de-jour-liftante/?action=souscat&id_cat=38&id_cat1=48","Crème de Jour Liftante","https://www.gssante.com/MtdGssante/uploads/2024/02/mezo-jour.jpg","Lirene","VITAMIN ENERGIE C+D","LIRENE MEZO COLLAGENE CREME DE JOUR LIFTANTE 40+ 50ML
LIRENE MEZO COLLAGENE CREME DE JOUR LIFTANTE 40+ est une crème liftante hydratante à usage quotidien pour le soin quotidien de tous les types de peau après 40 ans.
Lirene Mezo Collagene Crème active liftante hydratante 40+ pour le jour procure une hydratation intensive, un lissage et une amélioration de l’élasticité, ainsi qu’une réduction visible de l’apparence des rides.

HYDRAQTIVE Retient l’eau dans la peau
ULTRAFILLER retend fortement la peau et comble les rides
MESOPEPTIDE active les processus de régénération et augmente la production de collagène"
"1758851933-22","https://www.gssante.com/category/nos-produits/lirene/vitamin-energy-cd/?action=souscat&id_cat=38","MEZO COLLAGÈNE","https://www.gssante.com/category/nos-produits/lirene/mezo-collagene/?action=souscat&id_cat=38","mezo collagéne
                                Crème De Nuit
                                                                meso peptide Avocado oil  50ML
                                                            
                                                        Voir plus","https://www.gssante.com/creme-de-nuit-3/?action=souscat&id_cat=38&id_cat1=48","Crème De Nuit","https://www.gssante.com/MtdGssante/uploads/2024/02/mezo-night.jpg","Lirene","VITAMIN ENERGIE C+D","LIRENE MEZO COLLAGENE CREME NUIT CORRECTRICE RIDES 40+ 50ML
LIRENE MEZO COLLAGENE CREME NUIT CORRECTRICE RIDES 40+ a été créé sur la base d’un système unique de mésothérapie non invasive contrôlée. Le mésopeptide réparateur contenu dans la crème stimule 10 facteurs de jeunesse de la peau
LIRENE MEZO COLLAGENE CREME NUIT est riche en :

Le mésopeptide fortement rajeunissant stimule les cellules à produire du collagène, grâce auquel la structure appropriée de la peau est maintenue. Les fibres de protéines naturelles sont reconstruites, la fermeté et l’élasticité sont restaurées et les rides sont moins visibles.


L’huile d’avocat, riche en vitamines A, E, KI Pp et en acides gras insaturés, nourrit et régénère la peau en profondeur, tout en créant une barrière protectrice hydrolipidique. apaisant et graissant

Le soin de nuit consiste LIRENE MEZO COLLAGENE à compléter les ingrédients que la peau a perdus au cours de la journée. Les peaux délicates ont besoin d’être apaisées et enveloppées d’allantoïne apaisante. Le beurre de karité imite la structure de la couverture lipidique naturelle de la peau, grâce à laquelle il a un effet hydratant et nourrissant."
